Age,Gender,Annual Income,Monthly Income,Employment Status,Years of Employment,Education,Marital Status,Loan Amount,Loan Purpose,Interest Rate,Loan Term,Credit Score,Debt-to-Income Ratio,Number of Existing Loans,Number of Credit Cards,Previous Loan Defaults,Savings Balance,Monthly Expenses,Property Ownership,Dependents,Risk Level
73,Female,28700.0,2391.67,Retired,41.0,Bachelor,Married,10700.0,Auto,16.09,60,665.0,0.07,0,5,2,2400.0,1596.96,Rent,0,High Risk
35,Female,35500.0,2958.33,Retired,15.0,Bachelor,Divorced,9300.0,Home Improvement,19.67,12,527.0,0.17,0,7,0,6300.0,2359.79,Rent,2,High Risk
31,Non-Binary,119400.0,9950.0,Employed,4.2,Master,Single,7300.0,Business,13.49,24,597.0,0.13,1,2,1,5200.0,4805.87,Own,1,High Risk
75,Female,11800.0,983.33,Retired,43.0,High School,Single,3900.0,Debt Consolidation,15.8,36,631.0,0.7,2,4,0,1600.0,845.0,Mortgage,0,High Risk
22,Female,86800.0,7233.33,Employed,1.8,Bachelor,Single,19500.0,Education,14.99,60,588.0,0.1,1,6,0,200.0,4047.09,Rent,0,High Risk
62,Female,296100.0,24675.0,Employed,19.0,Doctorate,Divorced,30200.0,Home Improvement,8.51,36,754.0,,2,3,0,162300.0,8074.42,Rent,0,Low Risk
57,Male,73400.0,6116.67,Employed,30.3,Bachelor,Single,3100.0,Home Improvement,12.29,60,690.0,0.14,1,4,0,100.0,3506.83,Rent,0,Medium Risk
43,Female,154400.0,12866.67,Employed,14.4,Bachelor,Married,65400.0,Debt Consolidation,15.36,60,644.0,0.05,0,4,0,1400.0,4129.71,Mortgage,1,Medium Risk
57,Female,32000.0,2666.67,Employed,2.4,High School,Single,8800.0,Debt Consolidation,14.62,24,664.0,0.17,1,6,0,100.0,1436.08,Mortgage,0,Medium Risk
23,Female,7200.0,600.0,Unemployed,0.0,Doctorate,Married,3100.0,Debt Consolidation,23.84,36,510.0,0.7,1,5,3,900.0,615.06,Mortgage,0,High Risk
66,Female,33700.0,2808.33,Retired,20.0,Bachelor,Married,2000.0,Business,9.09,36,756.0,0.25,1,4,0,11100.0,1351.86,Mortgage,0,Low Risk
38,Female,24800.0,2066.67,Employed,16.6,High School,Married,9900.0,Business,12.72,60,713.0,0.4,1,7,0,10000.0,1674.54,Own,1,Low Risk
34,Male,43400.0,3616.67,Employed,3.7,Associate,Single,2900.0,Auto,9.57,24,739.0,0.1,0,6,0,100.0,1710.43,Rent,1,Medium Risk
43,Male,94000.0,7833.33,Employed,21.3,Associate,Married,13500.0,Debt Consolidation,17.78,60,606.0,0.17,1,7,0,16800.0,4578.09,Mortgage,2,Low Risk
70,Male,45800.0,3816.67,Retired,35.0,Doctorate,Married,9000.0,Debt Consolidation,15.13,12,609.0,0.2,0,7,0,14400.0,2003.0,Rent,0,Medium Risk
62,Female,77800.0,6483.33,Employed,43.5,Bachelor,Single,19500.0,Education,7.14,60,850.0,0.11,0,4,0,23200.0,3299.18,Rent,1,Low Risk
56,Male,132000.0,11000.0,Employed,28.9,Bachelor,Single,15300.0,Education,4.26,36,804.0,0.11,1,4,0,26300.0,3610.13,Rent,0,Low Risk
42,Male,221900.0,18491.67,Employed,14.7,Master,Single,39600.0,Business,10.39,36,683.0,0.09,2,7,0,48900.0,8324.83,Own,1,Low Risk
71,Male,22400.0,1866.67,Retired,20.0,Associate,Widowed,5700.0,Business,15.75,36,596.0,0.34,1,6,0,,1402.98,Own,0,High Risk
66,Male,22100.0,1841.67,Retired,17.0,Bachelor,Married,2100.0,Debt Consolidation,11.08,36,699.0,0.5,1,7,0,5600.0,1359.69,Mortgage,0,Medium Risk
53,Male,84100.0,7008.33,Employed,14.4,Bachelor,Married,10200.0,Debt Consolidation,14.13,60,582.0,0.06,0,4,0,16100.0,4772.42,Rent,2,Medium Risk
47,Female,172700.0,14391.67,Employed,14.2,Bachelor,Married,24300.0,Education,13.67,36,613.0,0.07,2,6,1,48400.0,5797.8,Own,1,Medium Risk
27,Female,52000.0,4333.33,Employed,2.1,High School,Married,7500.0,Debt Consolidation,15.74,24,598.0,0.2,2,3,0,18900.0,1729.58,Rent,0,Medium Risk
37,Female,37600.0,3133.33,Employed,9.2,Associate,Married,6400.0,Home Improvement,19.84,60,556.0,0.42,3,5,0,8000.0,1540.81,Mortgage,1,Medium Risk
60,Female,153300.0,12775.0,Employed,13.1,Bachelor,Single,11600.0,Home Improvement,16.43,24,668.0,0.09,1,7,0,104100.0,4283.1,Mortgage,0,Low Risk
51,Male,142300.0,11858.33,Employed,11.1,Master,Married,47900.0,Debt Consolidation,10.49,12,691.0,0.08,0,6,0,5200.0,6102.79,Mortgage,2,Medium Risk
29,Female,71400.0,5950.0,Self-Employed,8.4,Master,Single,23000.0,Debt Consolidation,22.57,36,558.0,0.12,1,3,0,200.0,4326.47,Mortgage,4,High Risk
34,Non-Binary,49900.0,4158.33,Employed,4.8,Associate,Married,8700.0,Education,10.13,36,735.0,0.1,1,3,0,14200.0,3012.59,Rent,1,Low Risk
68,Male,22500.0,1875.0,Retired,15.0,High School,Single,4000.0,Debt Consolidation,19.27,12,565.0,0.46,1,6,0,400.0,1532.78,Rent,0,High Risk
41,Male,87300.0,7275.0,Employed,20.1,Bachelor,Married,5000.0,Education,18.46,24,624.0,0.05,0,3,0,30200.0,3074.71,Mortgage,1,Low Risk
63,Female,128300.0,10691.67,Employed,32.2,Bachelor,Married,39700.0,Debt Consolidation,11.59,36,686.0,0.06,0,6,0,13300.0,4654.93,Rent,0,Medium Risk
70,Male,12000.0,1000.0,Retired,22.0,High School,Single,2200.0,Business,8.75,12,787.0,0.7,1,8,0,5000.0,1379.74,Mortgage,0,Low Risk
71,Female,21200.0,1766.67,Retired,22.0,High School,Married,2800.0,Personal,19.27,12,556.0,0.62,3,2,0,2300.0,1154.62,Own,0,High Risk
73,Male,13100.0,1091.67,Retired,41.0,High School,Divorced,2800.0,Auto,13.23,12,626.0,0.1,0,1,0,3500.0,1201.87,Rent,0,Medium Risk
30,Non-Binary,211500.0,17625.0,Employed,0.9,Doctorate,Single,41100.0,Auto,6.11,24,836.0,0.09,0,3,0,137500.0,5082.03,Own,1,Low Risk
43,Female,123300.0,10275.0,Employed,4.8,Master,Divorced,62800.0,Personal,13.96,36,594.0,0.1,0,1,3,2700.0,3832.55,Own,1,High Risk
22,Male,65200.0,5433.33,Employed,3.5,Bachelor,Married,2500.0,Business,23.15,60,544.0,0.09,1,4,0,800.0,2261.85,Rent,0,Medium Risk
27,Male,71500.0,5958.33,Employed,7.2,Bachelor,Single,9100.0,Personal,17.04,60,594.0,0.31,3,4,0,4100.0,3131.53,Rent,1,High Risk
49,Female,69600.0,5800.0,Employed,,High School,Single,10500.0,Debt Consolidation,12.04,60,705.0,0.1,1,2,0,10300.0,3867.31,Rent,4,Low Risk
34,Male,9200.0,766.67,Unemployed,0.0,High School,Married,3500.0,Debt Consolidation,13.43,36,622.0,0.3,0,6,0,1600.0,1284.2,Mortgage,1,High Risk
23,Male,23400.0,1950.0,Employed,0.9,High School,Divorced,5400.0,Personal,17.08,24,601.0,0.31,2,5,1,600.0,1451.52,Rent,1,High Risk
40,Female,37200.0,3100.0,Self-Employed,11.1,Associate,Single,11200.0,Education,23.7,24,574.0,0.05,0,1,0,1200.0,2059.21,Mortgage,2,Medium Risk
56,Female,81400.0,6783.33,Employed,0.7,Bachelor,Married,3600.0,Business,17.13,36,632.0,0.05,0,5,0,30500.0,3129.0,Own,0,Low Risk
37,Non-Binary,51000.0,4250.0,Self-Employed,12.4,High School,Married,10500.0,Debt Consolidation,24.66,36,454.0,0.1,0,2,1,800.0,1890.45,Own,0,High Risk
75,Male,69300.0,5775.0,Retired,34.0,Master,Divorced,7600.0,Home Improvement,12.52,24,709.0,0.1,1,5,0,19300.0,1899.35,Own,0,Low Risk
32,Female,96200.0,8016.67,Employed,5.9,Doctorate,Married,8000.0,Business,18.21,36,667.0,0.06,0,3,0,14900.0,3917.12,Own,2,Low Risk
47,Male,43900.0,3658.33,Self-Employed,15.5,High School,Married,12500.0,Personal,19.54,24,575.0,0.05,0,1,0,4600.0,2034.32,Own,0,High Risk
27,Male,98300.0,8191.67,Employed,8.2,Doctorate,Single,4100.0,Education,22.06,60,554.0,0.06,0,1,0,10100.0,3492.59,Mortgage,0,Medium Risk
57,Female,5600.0,466.67,Unemployed,0.0,Bachelor,Widowed,2100.0,Debt Consolidation,17.35,36,651.0,0.62,0,7,0,400.0,857.67,Own,0,High Risk
70,Male,83500.0,6958.33,Retired,17.0,Doctorate,Single,7100.0,Education,14.05,60,685.0,0.07,0,2,0,35800.0,2962.22,Rent,0,Low Risk
75,Male,12000.0,1000.0,Retired,35.0,High School,Single,4000.0,Education,13.15,12,596.0,0.43,1,6,0,1700.0,806.94,Rent,0,High Risk
54,Male,66300.0,5525.0,Employed,5.2,Associate,Married,34800.0,Business,10.94,36,681.0,0.07,1,1,0,5700.0,2531.9,Rent,1,Low Risk
73,Male,29500.0,2458.33,Retired,36.0,Associate,Single,4800.0,Home Improvement,15.13,60,587.0,0.3,1,2,0,1100.0,2049.88,Mortgage,1,High Risk
74,Male,13700.0,1141.67,Retired,24.0,High School,Widowed,2900.0,Auto,16.51,60,604.0,0.1,0,1,0,7000.0,890.93,Mortgage,0,Medium Risk
43,Female,109800.0,9150.0,Self-Employed,12.5,Bachelor,Single,57800.0,Debt Consolidation,5.24,12,825.0,0.1,0,5,0,19400.0,3449.37,Mortgage,0,Low Risk
66,Male,36700.0,3058.33,Retired,35.0,Bachelor,Married,7400.0,Debt Consolidation,11.89,60,698.0,0.28,2,6,0,11100.0,2579.83,Mortgage,2,Low Risk
47,Female,76800.0,6400.0,Employed,26.5,Bachelor,Married,8400.0,Auto,18.26,24,661.0,0.06,0,6,0,6800.0,3273.33,Rent,1,Medium Risk
46,Female,81700.0,6808.33,Self-Employed,10.3,Associate,Single,9800.0,Debt Consolidation,10.82,24,719.0,0.13,0,6,0,17500.0,4371.58,Mortgage,2,Low Risk
66,Male,70800.0,5900.0,Retired,23.0,Master,Widowed,6500.0,Business,19.2,60,669.0,0.16,1,4,0,700.0,2573.59,Mortgage,0,Medium Risk
22,Male,6300.0,525.0,Unemployed,0.0,Bachelor,Married,2600.0,Debt Consolidation,18.4,12,492.0,0.23,0,3,1,0.0,1323.44,Rent,1,High Risk
19,Female,8100.0,675.0,Unemployed,0.0,Master,Married,2200.0,Business,22.52,24,405.0,0.62,1,1,0,100.0,1466.35,Rent,0,High Risk
46,Male,141900.0,11825.0,Employed,6.1,Bachelor,Married,5600.0,Education,9.05,36,751.0,0.09,1,4,0,38900.0,5058.32,Own,0,Low Risk
75,Female,16500.0,1375.0,Retired,28.0,High School,Divorced,3900.0,Education,11.77,60,686.0,0.7,2,7,0,5200.0,1210.35,Mortgage,0,Medium Risk
24,Male,94400.0,7866.67,Employed,4.1,Bachelor,Married,16400.0,Debt Consolidation,17.61,24,627.0,0.05,0,2,0,9600.0,3929.34,Rent,2,Medium Risk
32,Male,54200.0,4516.67,Self-Employed,13.5,High School,Single,6300.0,Debt Consolidation,13.2,12,707.0,0.12,2,3,0,2300.0,2890.19,Own,1,Medium Risk
42,Non-Binary,169700.0,14141.67,Employed,9.7,Master,Married,22600.0,Auto,11.86,24,724.0,0.05,1,2,0,18700.0,4659.46,Own,3,Low Risk
50,Female,100000.0,8333.33,Employed,9.5,Bachelor,Divorced,17400.0,Home Improvement,13.24,36,716.0,0.12,1,7,0,2500.0,3153.79,Mortgage,2,Low Risk
19,Male,7900.0,658.33,Unemployed,0.0,Master,Widowed,2200.0,Education,20.52,36,424.0,0.08,0,1,1,0.0,1303.64,Rent,0,High Risk
69,Female,38100.0,3175.0,Retired,44.0,Master,Single,7900.0,Home Improvement,10.85,24,726.0,0.14,1,2,0,400.0,1748.5,Mortgage,0,Medium Risk
20,Female,11600.0,966.67,Unemployed,0.0,Bachelor,Married,4800.0,Home Improvement,20.55,36,507.0,0.13,0,2,2,100.0,1501.29,Rent,0,High Risk
51,Male,43400.0,3616.67,Employed,16.8,High School,Single,21300.0,Debt Consolidation,8.4,60,759.0,0.18,1,5,0,20300.0,2265.33,Mortgage,1,Low Risk
50,Male,8500.0,708.33,Unemployed,0.0,Bachelor,Married,3100.0,Home Improvement,12.63,12,694.0,0.6,0,7,0,1500.0,1185.35,Mortgage,1,High Risk
33,Non-Binary,138400.0,11533.33,Employed,9.3,Bachelor,Single,36200.0,Education,9.87,60,747.0,0.06,0,3,0,700.0,5011.31,Mortgage,3,Low Risk
67,Male,8200.0,683.33,Retired,33.0,High School,Single,4900.0,Personal,22.45,24,572.0,0.7,1,6,0,2000.0,914.26,Mortgage,0,High Risk
29,Male,48300.0,4025.0,Employed,4.4,High School,Widowed,14900.0,Home Improvement,16.05,12,583.0,0.13,0,6,1,400.0,2659.59,Rent,2,High Risk
35,Female,41200.0,3433.33,Self-Employed,1.0,High School,Divorced,9400.0,Debt Consolidation,24.55,24,549.0,0.16,0,6,1,800.0,2571.74,Rent,1,High Risk
68,Male,37500.0,3125.0,Retired,18.0,Bachelor,Married,4400.0,Home Improvement,9.73,12,732.0,0.2,1,1,0,4100.0,1750.13,Rent,0,Medium Risk
47,Male,232600.0,19383.33,Employed,13.1,Doctorate,Single,99600.0,Education,15.12,24,627.0,0.09,0,5,0,17900.0,9093.26,Mortgage,1,Medium Risk
57,Male,124900.0,10408.33,Employed,0.7,Master,Widowed,21300.0,Home Improvement,18.22,36,644.0,0.16,2,7,0,26500.0,2852.01,Own,0,Low Risk
64,Female,33100.0,2758.33,Employed,3.1,High School,Widowed,7800.0,Debt Consolidation,13.62,36,664.0,0.51,2,7,0,4300.0,1548.5,Rent,0,High Risk
43,Male,65300.0,5441.67,Self-Employed,16.7,High School,Single,17500.0,Personal,17.47,12,,0.11,1,7,2,13800.0,3105.6,Mortgage,2,High Risk
35,Female,14000.0,1166.67,Retired,16.0,Associate,Single,3100.0,Education,10.76,36,682.0,0.3,0,5,0,2400.0,1015.74,Mortgage,0,Medium Risk
49,Male,9100.0,758.33,Unemployed,0.0,High School,Married,2100.0,Home Improvement,14.3,24,605.0,0.7,1,5,0,1400.0,1553.74,Own,2,High Risk
54,Male,29800.0,2483.33,Retired,24.0,Associate,Married,3900.0,Auto,12.64,24,692.0,0.08,0,2,0,20200.0,1965.61,Mortgage,3,Low Risk
67,Non-Binary,21700.0,1808.33,Retired,15.0,Associate,Married,4600.0,Auto,12.8,12,709.0,0.52,4,1,0,700.0,1468.39,Mortgage,0,Medium Risk
75,Female,11200.0,933.33,Retired,18.0,High School,Single,6100.0,Education,13.45,12,694.0,0.51,1,4,0,1600.0,933.65,Own,0,Medium Risk
21,Male,5400.0,450.0,Unemployed,0.0,High School,Single,4700.0,Auto,24.99,12,506.0,0.7,2,7,0,400.0,1037.86,Rent,0,High Risk
40,Female,71400.0,5950.0,Self-Employed,16.3,Associate,Married,37800.0,Business,7.11,36,745.0,0.13,1,7,0,2900.0,2955.66,Rent,3,Medium Risk
39,Male,51000.0,4250.0,Employed,12.5,High School,Married,6800.0,Home Improvement,12.31,60,696.0,0.13,0,4,1,4000.0,3102.61,Mortgage,2,Medium Risk
19,Male,70800.0,5900.0,Employed,0.6,Master,Single,8600.0,Debt Consolidation,13.3,24,615.0,0.11,1,1,0,3200.0,3204.63,Rent,0,Medium Risk
62,Female,25700.0,2141.67,Employed,30.8,High School,Married,6700.0,Home Improvement,6.93,36,759.0,0.7,5,8,0,3000.0,1689.73,Own,1,Medium Risk
58,Female,55100.0,4591.67,Employed,20.6,Associate,Married,3100.0,Business,10.85,24,733.0,0.09,0,2,1,0.0,2905.51,Rent,0,High Risk
64,Female,179400.0,14950.0,Employed,8.2,Doctorate,Married,40200.0,Debt Consolidation,5.47,36,828.0,0.11,1,8,0,67800.0,6909.75,Mortgage,0,Low Risk
69,Male,40400.0,3366.67,Retired,39.0,Bachelor,Single,6800.0,Business,8.48,36,762.0,0.28,1,10,0,3300.0,2288.22,Rent,0,Medium Risk
41,Male,47700.0,3975.0,Employed,11.9,Associate,Single,10400.0,Auto,24.47,36,562.0,0.06,0,7,0,10500.0,1803.56,Mortgage,1,Medium Risk
37,Male,66700.0,5558.33,Employed,12.8,Bachelor,Divorced,2700.0,Education,17.55,24,664.0,0.05,0,3,0,7200.0,2643.25,Rent,1,Low Risk
56,Male,98900.0,8241.67,Self-Employed,1.0,Bachelor,Single,12100.0,Auto,7.23,24,782.0,0.18,2,8,0,34500.0,2827.47,Rent,0,Low Risk
48,Female,9100.0,758.33,Unemployed,0.0,High School,Married,2200.0,Debt Consolidation,19.73,36,549.0,0.12,0,2,1,100.0,2038.09,Rent,2,High Risk
56,Female,94200.0,7850.0,Employed,16.5,Master,Divorced,18400.0,Home Improvement,18.64,60,592.0,0.08,0,6,0,500.0,4365.13,Rent,1,Medium Risk
63,Male,66300.0,5525.0,Self-Employed,7.3,Bachelor,Widowed,14300.0,Home Improvement,7.63,36,758.0,0.2,2,3,0,16100.0,2545.14,Mortgage,0,Low Risk
75,Female,238200.0,19850.0,Employed,35.5,Doctorate,Married,29300.0,Education,4.97,60,850.0,0.05,0,3,0,120400.0,8785.57,Rent,0,Low Risk
68,Male,23600.0,1966.67,Retired,24.0,Bachelor,Married,5600.0,Personal,10.94,12,728.0,0.35,1,5,0,200.0,1492.08,Own,0,Medium Risk
23,Female,52700.0,4391.67,Employed,4.6,Bachelor,Single,2500.0,Home Improvement,22.69,36,459.0,0.07,0,2,2,200.0,1921.92,Own,0,High Risk
57,Male,84000.0,7000.0,Employed,22.8,Bachelor,Single,15600.0,Debt Consolidation,9.46,24,693.0,0.14,0,6,1,14400.0,2438.43,Own,0,Medium Risk
53,Female,52400.0,4366.67,Employed,22.0,High School,Married,7900.0,Home Improvement,7.17,36,769.0,0.11,0,7,0,51000.0,2703.39,Mortgage,1,Low Risk
20,Female,9800.0,816.67,Unemployed,0.0,Associate,Single,3300.0,Home Improvement,21.1,24,549.0,0.7,3,7,0,1500.0,740.37,Rent,0,High Risk
70,Female,15000.0,1250.0,Unemployed,0.0,High School,Married,2000.0,Home Improvement,17.48,24,605.0,0.37,1,2,3,0.0,1473.34,Rent,0,High Risk
58,Female,30500.0,2541.67,Employed,33.6,High School,Married,12400.0,Auto,22.13,12,566.0,0.21,1,2,1,6400.0,1905.78,Rent,2,High Risk
73,Female,44400.0,3700.0,Retired,33.0,Bachelor,Single,9200.0,Auto,6.72,36,741.0,0.1,0,4,0,1900.0,1516.0,Rent,0,Low Risk
62,Male,47000.0,3916.67,Employed,29.7,High School,Married,6700.0,Home Improvement,10.96,36,694.0,0.1,0,6,0,2800.0,1620.27,Mortgage,0,Medium Risk
73,Male,12700.0,1058.33,Retired,34.0,High School,Married,2700.0,Home Improvement,13.36,24,738.0,0.7,1,7,0,800.0,1892.58,Mortgage,1,Medium Risk
72,Female,18900.0,1575.0,Retired,27.0,Bachelor,Married,2400.0,Personal,9.15,36,687.0,0.09,0,4,0,2700.0,912.42,Own,0,Low Risk
54,Male,8600.0,716.67,Unemployed,0.0,Associate,Married,2700.0,Auto,23.76,36,462.0,0.21,0,3,0,100.0,1025.12,Rent,0,High Risk
20,Female,121300.0,10108.33,Self-Employed,0.7,Bachelor,Single,26000.0,Debt Consolidation,16.67,60,613.0,0.12,0,4,0,20600.0,4566.46,Rent,0,Medium Risk
18,Female,26000.0,2166.67,Self-Employed,0.0,High School,Divorced,7300.0,Debt Consolidation,22.24,24,558.0,0.16,0,3,0,1300.0,1512.21,Mortgage,0,High Risk
52,Male,170900.0,14241.67,Employed,11.4,Master,Divorced,32200.0,Education,11.98,60,688.0,0.07,0,7,0,17000.0,3887.68,Own,1,Low Risk
28,Female,115200.0,9600.0,Self-Employed,9.5,Bachelor,Divorced,3700.0,Personal,11.75,60,686.0,0.11,1,1,0,21700.0,4040.98,Mortgage,0,Low Risk
42,Female,33600.0,2800.0,Employed,21.6,High School,Single,4200.0,Auto,16.39,24,583.0,0.17,0,4,0,1800.0,1865.1,Own,1,Medium Risk
34,Male,86900.0,7241.67,Employed,1.6,Associate,Single,19200.0,Business,11.58,24,731.0,0.18,2,2,0,2100.0,3645.78,Mortgage,3,Low Risk
48,Female,158500.0,13208.33,Employed,9.6,Master,Single,36200.0,Home Improvement,10.97,36,674.0,0.09,1,5,0,63600.0,7534.83,Own,3,Low Risk
37,Female,91500.0,7625.0,Employed,8.0,Associate,Single,2800.0,Education,12.54,12,704.0,0.06,0,4,0,33500.0,2528.44,Rent,2,Low Risk
57,Female,153000.0,12750.0,Employed,4.3,Bachelor,Single,14600.0,Auto,9.06,24,774.0,0.09,2,4,0,62500.0,5622.82,Mortgage,0,Low Risk
61,Male,20500.0,1708.33,Employed,41.6,High School,Divorced,4300.0,Debt Consolidation,6.33,60,811.0,0.26,0,8,0,7900.0,1274.6,Mortgage,0,Low Risk
21,Female,5400.0,450.0,Unemployed,0.0,Master,Divorced,1600.0,Auto,19.86,60,465.0,0.28,0,2,0,100.0,712.31,Mortgage,0,High Risk
44,Male,61500.0,5125.0,Employed,21.5,High School,Married,7300.0,Education,15.51,60,627.0,0.1,0,6,1,9800.0,2054.4,Mortgage,1,Medium Risk
66,Male,9600.0,800.0,Unemployed,0.0,High School,Married,4100.0,Debt Consolidation,17.6,60,669.0,0.14,0,1,0,1800.0,1372.13,Rent,2,High Risk
39,Male,85700.0,7141.67,Employed,19.6,Bachelor,Single,13200.0,Home Improvement,18.0,60,591.0,0.07,0,4,1,2700.0,4810.18,Own,4,Medium Risk
41,Male,162800.0,13566.67,Employed,16.6,Bachelor,Married,58200.0,Home Improvement,11.16,36,716.0,0.12,2,3,0,102500.0,4994.87,Mortgage,1,Low Risk
44,Non-Binary,69400.0,5783.33,Employed,20.9,Bachelor,Married,18400.0,Home Improvement,17.62,36,660.0,0.08,0,7,0,4700.0,3337.69,Own,1,Medium Risk
54,Female,116300.0,9691.67,Employed,30.8,Bachelor,Single,64600.0,Business,10.25,36,707.0,0.06,0,5,1,8200.0,3215.83,Mortgage,2,Medium Risk
22,Male,83100.0,6925.0,Employed,2.0,Master,Married,38600.0,Personal,19.83,36,519.0,0.19,3,1,0,6700.0,2055.75,Rent,0,High Risk
38,Male,94700.0,7891.67,Employed,9.2,Bachelor,Married,2000.0,Personal,12.04,24,707.0,0.1,1,4,0,16600.0,3564.4,Rent,2,Low Risk
54,Male,167200.0,13933.33,Employed,14.4,Bachelor,Single,20200.0,Education,7.03,24,783.0,0.09,1,10,0,54300.0,5744.13,Own,0,Low Risk
30,Female,93600.0,7800.0,Self-Employed,1.1,Bachelor,Married,27100.0,Home Improvement,17.89,24,592.0,0.08,1,2,0,18800.0,3121.8,Rent,0,Medium Risk
70,Female,114400.0,9533.33,Employed,18.8,Bachelor,Single,34200.0,Debt Consolidation,10.25,36,682.0,0.11,0,7,0,32000.0,3077.33,Mortgage,0,Low Risk
71,Male,9600.0,800.0,Retired,18.0,High School,Divorced,2100.0,Auto,18.8,60,596.0,0.7,2,5,1,1000.0,1209.49,Mortgage,0,High Risk
52,Male,96800.0,8066.67,Employed,7.9,Bachelor,Widowed,4900.0,Debt Consolidation,16.63,36,655.0,0.11,0,4,0,2800.0,3533.61,Rent,1,Medium Risk
56,Male,115900.0,9658.33,Employed,17.5,Bachelor,Married,34500.0,Education,13.75,24,625.0,0.08,1,6,0,19500.0,4792.96,Own,0,Medium Risk
44,Female,201800.0,16816.67,Employed,6.9,Master,Married,26800.0,Auto,13.24,60,703.0,0.11,0,3,0,11600.0,7025.97,Mortgage,0,Low Risk
19,Male,5200.0,433.33,Unemployed,0.0,Associate,Single,4300.0,Home Improvement,17.72,36,630.0,0.7,2,6,0,0.0,1208.97,Rent,1,High Risk
19,Male,8400.0,700.0,Unemployed,0.0,Master,Divorced,2300.0,Education,20.85,12,508.0,0.67,1,6,0,600.0,878.0,Rent,0,High Risk
75,Male,20600.0,1716.67,Retired,38.0,High School,Single,3600.0,Debt Consolidation,14.58,60,698.0,0.36,1,4,0,,1315.87,Mortgage,1,Medium Risk
34,Male,301300.0,25108.33,Employed,15.5,Doctorate,Married,92800.0,Debt Consolidation,13.54,36,624.0,0.09,0,5,1,6100.0,10484.21,Own,0,High Risk
56,Female,81100.0,6758.33,Employed,35.2,Associate,Single,4700.0,Personal,13.61,24,668.0,0.11,1,1,0,500.0,4218.87,Mortgage,1,Medium Risk
53,Female,6900.0,575.0,Unemployed,0.0,High School,Single,1200.0,Debt Consolidation,20.27,60,477.0,0.1,0,1,1,100.0,1712.56,Rent,3,High Risk
62,Male,32200.0,2683.33,Self-Employed,11.7,High School,Divorced,3200.0,Education,19.42,60,629.0,0.11,0,5,1,10300.0,2371.91,Rent,0,High Risk
20,Male,142300.0,11858.33,Self-Employed,1.0,Doctorate,Single,30600.0,Home Improvement,18.2,36,641.0,,0,5,0,11100.0,5837.17,Rent,1,Medium Risk
70,Female,27500.0,2291.67,Retired,21.0,Bachelor,Divorced,2400.0,Home Improvement,9.45,36,712.0,0.12,0,3,0,3300.0,1499.73,Rent,0,Low Risk
30,Male,80500.0,6708.33,Self-Employed,1.0,Associate,Married,4400.0,Education,21.71,60,574.0,0.05,0,1,0,1800.0,4237.96,Mortgage,2,High Risk
53,Male,127900.0,10658.33,Employed,31.4,Bachelor,Single,44500.0,Home Improvement,13.64,12,636.0,0.12,2,5,0,74000.0,4129.74,Own,2,Low Risk
45,Male,180700.0,15058.33,Employed,23.3,Master,Widowed,22000.0,Home Improvement,12.77,24,700.0,0.05,0,3,0,12000.0,5419.78,Own,1,Low Risk
68,Male,27000.0,2250.0,Retired,26.0,Bachelor,Married,9700.0,Home Improvement,11.88,36,678.0,0.19,1,1,1,3600.0,1462.08,Rent,0,High Risk
49,Male,37200.0,3100.0,Employed,5.0,High School,Single,4500.0,Home Improvement,17.58,24,632.0,0.19,1,3,0,6700.0,1811.78,Mortgage,0,Low Risk
18,Male,13400.0,1116.67,Unemployed,0.0,Bachelor,Married,1400.0,Home Improvement,22.3,60,442.0,0.7,2,3,3,1100.0,874.91,Rent,0,High Risk
39,Female,42500.0,3541.67,Employed,14.1,High School,Married,20500.0,Business,16.44,24,669.0,0.22,2,3,0,500.0,2243.97,Mortgage,0,High Risk
65,Male,60900.0,5075.0,Employed,42.8,Bachelor,Single,6500.0,Auto,11.66,24,723.0,0.08,0,1,0,5600.0,1814.56,Mortgage,0,Low Risk
20,Male,14300.0,1191.67,Unemployed,0.0,Bachelor,Married,2800.0,Debt Consolidation,15.51,24,648.0,0.33,0,6,0,1400.0,921.3,Rent,0,High Risk
28,Male,73900.0,6158.33,Employed,6.6,Bachelor,Married,31000.0,Debt Consolidation,20.22,12,571.0,0.21,2,3,1,2900.0,3944.24,Rent,1,High Risk
57,Non-Binary,111600.0,9300.0,Employed,16.9,Bachelor,Single,52700.0,Education,12.62,60,685.0,0.06,0,2,0,7300.0,3925.62,Rent,1,Low Risk
38,Male,143600.0,11966.67,Self-Employed,3.4,Master,Divorced,24300.0,Auto,21.55,36,547.0,0.08,1,5,1,800.0,3629.9,Own,1,High Risk
41,Male,63900.0,5325.0,Self-Employed,0.6,Associate,Divorced,8500.0,Home Improvement,16.75,12,656.0,0.1,0,6,0,9700.0,3755.55,Rent,3,Medium Risk
18,Female,136100.0,11341.67,Self-Employed,0.0,Master,Single,16200.0,Personal,15.05,36,593.0,0.06,0,4,0,7200.0,5062.91,Rent,0,Medium Risk
70,Male,113700.0,9475.0,Self-Employed,5.9,Bachelor,Married,11200.0,Debt Consolidation,11.73,36,729.0,0.08,0,3,0,5200.0,4715.52,Own,1,Low Risk
